user_id,name,city,total_spent,avg_spent,transactions_count,unique_categories
033cb776-23bf-427b-a826-e389c868210b,Zakaria Bennani,Taza,7509.88,3754.94,2,2
034c0412-6632-4f3b-9c11-0053e6522bb5,Abdellah Essalhi,Guelmim,1326.35,1326.35,1,1
034caced-1e7e-4d2e-ab86-45feac38ee77,Salim Ziani,Al Hoceima,29879.92,2716.3563636363633,11,5
034f984f-abed-463d-815d-06eedaae5519,Hassan Belhaj,Essaouira,700.93,700.93,1,1
03506e87-503d-4da7-a1c8-1f75e77ebce7,Soufiane Bahmad,Fes,11103.41,3701.1366666666668,3,3
0352656a-4272-4684-a9f1-13666a5a719e,Souad Idrissi,Marrakech,15866.75,1983.34375,8,4
0354f8ed-129c-4fb5-9250-9ace758af847,Ahmed Berkani,Midelt,16489.64,3297.928,5,4
035b99a8-1f9f-4a83-8810-7b0c6725fbec,Sara Essalhi,Ouarzazate,18573.3,3095.5499999999997,6,3
0364b84f-d4ad-4596-ad31-5d71b92f7a25,Rachid Bouazza,Boujdour,12110.34,2422.068,5,4
036a0576-e17a-4997-a9a4-9a1aeb3ec816,Sara Faris,Essaouira,9526.22,2381.555,4,2
0374009f-df2b-41d6-bec9-67a1fdc82ac5,Meryem Essafi,Taroudant,11132.9,2783.225,4,3
037cc405-c813-409b-b200-9335e7000391,Ouail Belhaj,Kenitra,5535.120000000001,1383.7800000000002,4,2
037f912b-5a59-4e2f-8c0d-66f8f43e0ad9,Safae Essalhi,Kenitra,16464.27,4116.0675,4,3
0388416b-77e8-41d0-a570-895c931b668a,Salim Berkani,Sidi Kacem,6498.96,2166.32,3,2
038b32ae-2d49-4ebd-b915-aac0c78eee8a,Ouail Essalhi,Errachidia,4989.29,1663.0966666666666,3,2
039b80bf-da5c-48a7-8838-fa751bb551e4,Malika Akhannouch,Agadir,6518.91,2172.97,3,2
03b35514-d963-49a0-88df-7acf6325ce30,Jamal Sadik,Khouribga,17296.31,2470.901428571429,7,5
03b6dd43-163e-42be-9996-1db47c40f234,Sanaa Rachidi,Sidi Kacem,3185.27,1592.635,2,2
03be3ca6-3b31-49dc-93b1-edd04673f4f9,Zineb Maazouzi,Mohammedia,9283.25,2320.8125,4,3
03d7c61b-fe80-446a-9da1-eb72ea63d008,Hassan El Idrissi,Larache,7959.299999999999,1326.55,6,3
03d9cc36-4e25-4569-860b-2ff9b209fbea,Malika Chami,Ifrane,6301.490000000001,3150.7450000000003,2,2
03de82c1-9e26-4768-851b-66da7b96a63f,Rachid Kouhen,Essaouira,9500.02,2375.005,4,2
03ed7444-d9b3-4c38-896a-49821158b902,Meryem El Mokhtar,Larache,9597.619999999999,2399.4049999999997,4,3
03f82788-4da3-48f6-8f70-8515ac071960,Omar Boujemaa,Ifrane,2915.93,2915.93,1,1
0401a401-ed49-4e18-91b0-6fb081114446,Malika Bennani,Sefrou,14109.73,2821.946,5,4
04063d6e-df54-4a30-9219-3a6c0bdda6e1,Omar El Mernissi,Meknes,3269.41,1634.705,2,1
040c5693-806a-4549-939c-30f57b9da182,Abdelkader Fassi,Ksar El Kebir,8800.66,2200.165,4,4
040d0dc8-a9a1-4d35-87c3-a95f1f0469fa,Salim Bousfiha,Berkane,3630.9300000000003,1210.3100000000002,3,3
042e1b59-0361-4101-8e65-b85fba55ffe7,Said Alaoui,Essaouira,12432.42,2486.484,5,3
043d0956-fdaf-4d84-bf80-2c0a1d13cf18,Ilyas Zerouali,Ouarzazate,14380.630000000001,2054.3757142857144,7,2
043d7621-3acc-44f0-bde7-773e00db11f9,Nisrine Sekkat,Khouribga,15176.37,3035.2740000000003,5,3
0446b46e-6b52-4a48-9ad6-b7ad5ec2124a,Malika Tazi,Marrakech,6247.9400000000005,2082.646666666667,3,3
0456beaa-8310-4cfb-970d-f254d9aa98dd,Najwa Maazouzi,Agadir,501.97,501.97,1,1
045a6fe6-5af5-40c6-87ea-8e81d0dcf1c6,Mohamed Bouazza,Settat,25062.31,2278.3918181818185,11,5
045ec317-b4ff-4aff-8aaa-2414ca28da42,Siham Sbai,Tetouan,19531.53,3255.2549999999997,6,5
045ee358-15a0-4311-8e18-e3deea818989,Abdelkader Tazi,Guelmim,10022.08,2004.416,5,4
045f1fb6-2a43-4f27-87fd-5f2affcc22b7,Anas Maazouzi,Khouribga,8839.85,2209.9625,4,3
045fb4ec-4190-4703-84ff-bc280747003a,Abdelkader Ouazzani,Beni Mellal,11014.92,2753.73,4,2
04612eab-0913-4c0c-9d62-b643a12be9a8,Hamza Chami,Meknes,10241.689999999999,2560.4224999999997,4,3
046ba707-23ba-4034-b697-adbd3f997ee0,El Mehdi Sekkat,Oujda,18445.010000000002,3074.1683333333335,6,3
046dc174-c0cc-4e6f-904d-bac3c3c39c41,Wafae Khalfi,Larache,3888.14,3888.14,1,1
04754308-831f-4e12-b11e-998d7b97f0a4,Abdelilah Bennani,Tetouan,6775.59,1355.118,5,4
0479cb4a-e99f-4b6c-b138-706384460d70,Ismail Mazouz,Kenitra,6689.9,1672.475,4,3
0488bf05-8cc6-43c3-b608-f867c44426c0,Idriss Hadda,Tetouan,2788.0,2788.0,1,1
04b52d58-57bd-4125-a16b-2f25e098622d,Farah Bousfiha,Azrou,4152.17,4152.17,1,1
04c41069-65ea-47a5-88e6-3c147335ee63,Mariam Belhaj,Essaouira,11028.4,2757.1,4,3
04c8eada-5159-4b66-8b91-53786de35415,Ismail Akhannouch,Salé,11103.01,2220.602,5,3
04c9dafa-837a-4a05-8058-0d728f465284,Imane Bourkadi,Ouazzane,4917.5,4917.5,1,1
04ca9cd0-4d79-46cf-b15e-ae341a309427,Rania Mazouz,Larache,12884.75,3221.1875,4,3
04caa4b6-1f09-4532-b68a-2a791b909358,Mariam Jaafari,Chefchaouen,23043.9,2560.4333333333334,9,5
04cb2793-95c3-4bd1-9260-17258d7c15ea,Salim Sbai,Al Hoceima,22012.09,2751.51125,8,3
04cd773e-27bc-4de7-9b3a-acbf814c0921,Ali Jaafari,Casablanca,17433.57,2905.595,6,3
04ce39ea-39b6-4d88-a6f7-aa19ddeae23d,Soukaina Bouraoui,Salé,1745.6599999999999,581.8866666666667,3,1
04f74aec-fd13-47ae-89c4-1d77eecd2a30,Samir Ghallab,Al Hoceima,4497.7,1499.2333333333333,3,3
0500f568-4d2e-4174-98b4-20620207863e,Anas Mazouz,Ifrane,12506.21,1786.6014285714284,7,4
05064f05-191e-48cb-a492-4d3081334498,Souad Sbai,Chefchaouen,15267.89,3816.9725,4,3
050e13a0-baff-4a06-ae47-d29344283c15,Salim Chaouki,Kenitra,5863.93,1465.9825,4,2
051150a4-17d6-4b2c-940f-914e8525e0ca,Anas Ghallab,Guelmim,6779.84,1694.96,4,2
051d1321-4498-40c5-a7af-fded3acb8431,Houda Jaafari,Boujdour,21472.86,2385.8733333333334,9,4
05233eb2-02c6-4fe7-bfe0-41d87f774cf5,Jamal Mahmoudi,Salé,1516.05,758.025,2,2
053602ff-ffd2-4f8a-ad4b-d47d1972d3ca,Rania Berkani,Taroudant,7676.54,1919.135,4,3
05436115-b2ac-497a-a3c4-cc6b7832ce67,Amal Laamiri,Nador,1213.38,1213.38,1,1
0547019a-e7ae-4b8f-b37c-554161fc91a0,Khalil Bourkadi,Azrou,6330.13,3165.065,2,2
054d2f13-1d94-42ff-b722-5573e15fb655,Ayoub Faris,Safi,15336.62,1917.0775,8,4
054db40e-557e-4953-9c8d-36a69af63ecf,Abdellah Hadda,Mohammedia,784.16,784.16,1,1
05639f5b-8b0c-4dec-a6da-1cd32b50eaf9,Sara Lamrabet,Ifrane,5239.82,1746.6066666666666,3,3
05a5180e-ae9a-4eb8-89af-42eb0892edf6,Zakaria Ghallab,Mohammedia,6225.67,1556.4175,4,2
05b6c954-15e1-43b3-a63c-b45288a36b83,Asmae Boujemaa,Rabat,8049.530000000001,2683.1766666666667,3,2
05b89415-dc62-436d-b25a-b2f535d2a249,Samir Mazouz,Oujda,4250.09,1416.6966666666667,3,3
05babdf0-ad61-4b98-8ac7-974b228ad274,Ilham Zerouali,Chefchaouen,6905.85,2301.9500000000003,3,2
05db4984-54f9-4572-9797-917ae10cd458,Noureddine Fassi,Dakhla,6062.860000000001,3031.4300000000003,2,2
05e3fd16-1f4c-43a1-808a-27739403f952,Hassan Laamiri,Agadir,20024.18,3337.3633333333332,6,4
05e5d267-c660-4846-8b3c-3e2d4f9402fc,Hamza Jaafari,Ifrane,13199.4,3299.85,4,4
05ea2c3f-db6c-4ad3-8ba0-e9c591d502fd,Souad El Amrani,Ouarzazate,9245.849999999999,4622.924999999999,2,2
05f8fd73-4b11-4292-904c-e13a354e039d,Nadia Boujemaa,Kenitra,8128.17,2709.39,3,3
05f91a80-fd11-413c-8f74-65d50bdbddd8,Aziz Kharbouch,Al Hoceima,4675.32,2337.66,2,2
05fecd15-3e8a-4aba-b727-6ed0a6bd8960,Fatima Essalhi,Ouazzane,3653.29,3653.29,1,1
06037a5e-3120-4f37-ac97-a8759d49a163,Nisrine Belhaj,Sidi Kacem,8341.400000000001,4170.700000000001,2,1
060cf7c8-dde3-40fb-abb6-d0e482ea4ae9,Omar El Mokhtar,Berkane,9620.29,4810.145,2,2
060f51be-e72e-4d64-a222-a7cb33287eba,Mouad Mahmoudi,Essaouira,4919.63,4919.63,1,1
062c239f-bfe9-4833-a912-35a9f78e0107,Malika Kharbouch,Oujda,3250.86,3250.86,1,1
06347bc7-fe3e-4926-bdae-5b174ff01880,Malika Khalfi,Settat,8224.21,2056.0525,4,2
064a8a0a-e5f7-4a57-ab23-0c392d29eda7,Reda El Mernissi,Sefrou,9810.52,1635.0866666666668,6,3
06556697-9a31-47c2-b528-67d8a6f53a05,Mohamed Kharbouch,Fes,14538.82,2907.764,5,4
065b1930-bbf8-465c-82d6-605263a6aeaa,Farah Chami,El Jadida,6704.0,2234.6666666666665,3,2
065cfe77-32da-41cb-9c2f-830d54d5cc39,Khadija Bahmad,Berkane,14762.48,2108.925714285714,7,4
066b8699-4a3c-407d-8369-56e23cfcd989,Farah Idrissi,Kenitra,14378.26,2396.3766666666666,6,3
06760b37-b54d-4aa7-89b3-e8c42cc159ff,Said Bouazza,Laayoune,7735.9800000000005,1933.9950000000001,4,4
0683e9c1-627a-4cbf-ab93-26986b4451d3,Ahmed Bourkadi,Oujda,7316.43,2438.81,3,3
06858a28-8a41-460a-8092-a18b7016da75,Samir Essafi,Meknes,13138.32,2627.6639999999998,5,4
0699a162-8851-4a80-8ce2-07a93e61629d,Soufiane Sekkat,Sefrou,11158.65,2789.6625,4,3
06a3934a-4450-4b88-9b44-b9e60fed3e34,Imane Faris,Sidi Kacem,8327.93,2081.9825,4,3
06a8fd86-9f81-42e2-bf6d-0b83a1f5e47a,Ghita Bahmad,Meknes,23375.68,3339.382857142857,7,4
06ad4f2f-0f1c-4da0-b703-d52ed39b1405,Rania Bousfiha,Guelmim,23237.84,2323.784,10,5
06c10396-2433-45b3-bf86-1bab30b06aed,Anas Hadda,El Jadida,7868.09,2622.6966666666667,3,2
06ce66ae-b8e7-4726-9b91-d48315360f88,Ismail Bennani,Taza,8054.26,2013.565,4,3
06e87230-00e5-4dad-9073-d0317bd79ca7,Aya Bennani,Rabat,10965.53,2741.3825,4,3
06f435b5-0576-4643-9187-edc24878c33a,Idriss Chami,Ouarzazate,25437.52,3179.69,8,5
070495ed-be71-4090-869d-0f4dc1046fa5,Meryem Faris,Ksar El Kebir,3019.21,1006.4033333333333,3,2
071a2549-1360-4e66-9682-d6ee933269f7,Imane Chaouki,Laayoune,21300.94,2662.6175,8,4
0723a11e-88e1-4934-a52d-9fa159c7a9fa,Ghita Khalfi,El Jadida,17349.03,2168.62875,8,4
072ac16d-8f71-4bcc-8307-b0418f0bfd12,Ali Chaouki,Larache,3063.15,1021.0500000000001,3,3
0730f034-f7d0-4009-8a7e-9983703ab1a5,Sara Bourkadi,Beni Mellal,2038.5,679.5,3,2
0731859f-99d8-4c27-a4ae-f4690e162600,Idriss Sekkat,Midelt,1012.97,1012.97,1,1
0732c4a8-6252-4216-81af-f2902e1a348e,Samir Bahmad,Midelt,10199.92,2549.98,4,4
07346816-b351-47e6-94ca-cdddd4ce51f5,Tariq Sekkat,Mohammedia,12464.67,2492.934,5,3
0740f0a1-4361-4ae6-824c-c7fa330648fa,Noureddine Bousfiha,Ifrane,9669.72,1933.944,5,2
074a78f5-8fa9-4286-b11d-5653dda790ff,Zakaria El Mokhtar,Fes,16989.77,2831.6283333333336,6,4
074d3251-d9c9-4af0-83f3-70b6154b88ea,Zakaria Laamiri,Azrou,12006.050000000001,3001.5125000000003,4,3
07507251-fa20-4cc8-99b9-fb87c529bd82,Zakaria Bousfiha,Guelmim,10821.619999999999,2164.3239999999996,5,4
07623f06-dfe1-4bcd-babe-b7d086853d27,Nadia El Mernissi,Tangier,11439.81,2859.9525,4,2
076c9d7e-984f-4a0b-a7ea-15709069fd18,Nour Ziani,Ksar El Kebir,2613.1,871.0333333333333,3,3
07860645-9cbe-41f8-a4a3-63645fcd74c0,Nadia Khalfi,Ksar El Kebir,14115.99,2016.57,7,5
079af990-b879-4f05-a7a7-8423906441fb,Farah Outaleb,Taza,3581.65,1790.825,2,1
079e3fb6-d4c4-4ff1-ba2a-1234406b222a,Sara El Amrani,El Jadida,11641.42,2328.284,5,3
07abab62-325d-456d-bccb-610e99eb6cab,Nisrine El Mokhtar,Ifrane,9653.82,1379.1171428571429,7,4
07b0ec42-d307-49f7-8029-931398518aac,Jamal Bousfiha,Guelmim,16404.8,2343.542857142857,7,5
07bc269a-cfe9-404e-8448-64ebd5baeb7f,Idriss Sbai,Chefchaouen,11450.51,1431.31375,8,4
07c16e39-cba3-4ef3-8516-bcf7690043fd,Rania Chaouki,Al Hoceima,7026.389999999999,3513.1949999999997,2,2
07c6f78e-c57d-443b-a2b3-f3aa43734945,Siham El Mokhtar,Ouarzazate,14260.09,2852.018,5,3
07cea9a6-53f6-45e1-998a-ef71ec7a64fb,Ilyas Mazouz,Taroudant,8499.119999999999,1416.5199999999998,6,4
07cef25d-333b-4211-aa5e-462f999b96b0,Khadija El Khouli,Salé,3863.62,1931.81,2,2
07d4f6ae-b5bc-4b2f-ace3-c2d9623b0056,Hassan Zerouali,Oujda,8227.369999999999,2742.4566666666665,3,2
07d92eb8-6bf0-4cc6-9919-e474de01574f,Samira Mahmoudi,Kenitra,11814.86,2953.715,4,4
07dcf2b7-b30a-4e76-8a9e-26cacee0c51d,Khadija Faris,Errachidia,7240.73,1206.7883333333332,6,2
07e92768-dd31-4d5b-8c90-939839d02591,Abdelkader Hadda,Berkane,7343.389999999999,3671.6949999999997,2,2
07f018ee-be6e-4b5c-8784-68ce9134805e,Zineb Outaleb,Meknes,6214.92,1553.73,4,4
080b0b23-102d-42ed-8c8b-89822236dc6b,Abdelilah Berkani,Ouazzane,12376.72,1547.09,8,5
080c2763-dd9b-460e-a2c7-e18408538a29,Karim El Mokhtar,Fes,6136.5,3068.25,2,1
081ea127-f046-4abc-ba92-f170496d582a,Salim El Amrani,Boujdour,13516.66,2703.332,5,5
08267f7b-ba71-4e2a-a942-16252e7a6f89,Abdelkader Khalfi,Marrakech,4587.88,2293.94,2,2
082fbe8e-43fe-455e-8c31-1532640e944d,Brahim Sadik,Dakhla,10552.619999999999,2638.1549999999997,4,3
083ac853-7723-491d-af0d-63170bff4e5e,Fatima Essafi,Taza,6671.04,3335.52,2,1
083c9351-202d-4ff7-93f8-4322d6c19fd2,Siham Sadik,Rabat,5168.1,1292.025,4,2
083d28ec-c848-406a-945e-084bdd5c8ca2,Hajar Lamrabet,Sefrou,17612.66,2935.443333333333,6,3
085652e3-4795-4445-9261-2b945b16777e,Hajar Essalhi,Laayoune,14047.990000000002,4682.663333333334,3,3
085b6684-3c1b-4cef-9f77-b084bbf4ae6b,Zineb Sbai,Taza,1337.06,445.68666666666667,3,2
085c4f68-f95d-4b1a-9571-13c53b0ae050,Nour Idrissi,Beni Mellal,10513.91,2628.4775,4,3
0867b3ea-c69c-4a55-992c-8fc0169e56d3,Abdelkader El Idrissi,Rabat,9092.39,1818.4779999999998,5,4
086ba5a9-0c35-4fbe-b35b-540460c99e27,Samir Ghallab,Nador,8635.61,2158.9025,4,2
0870f1f9-fa03-420f-b675-8ddee8de6e7e,Hajar Berkani,Taroudant,5584.540000000001,1861.5133333333335,3,2
0874289e-f5af-456e-ac6d-ea972a48a80a,Loubna Boujemaa,Errachidia,18082.08,2583.154285714286,7,3
0884f73c-b010-494f-954b-d1f0b6185650,Ismail Essafi,Taza,866.35,866.35,1,1
0886b2ec-0330-4ac8-a298-89c2df2740af,Sanaa Haddadi,Dakhla,10228.54,2557.135,4,3
0886e2f4-913c-4862-b541-95b9cf6d44e6,Ismail Kharbouch,Chefchaouen,13774.029999999999,2295.6716666666666,6,4
08939868-a821-4ef0-8093-ba1d867b915d,Asmae Kouhen,Azrou,5063.95,2531.975,2,2
08a0f0ce-e4ec-4952-a6e4-7fedf0ccaa4e,Rania Chaouki,Casablanca,6662.76,2220.92,3,3
08afc25a-3364-4bf7-be4b-cc7c589b8a4f,Ali Alaoui,Sidi Kacem,13530.89,2706.178,5,4
08b004ae-8b8e-4a4c-af8f-ae1764279d84,Ayoub Boujemaa,Chefchaouen,22897.66,3816.2766666666666,6,5
08b51ebd-69b6-4422-80a0-51d114979031,Ouail Outaleb,Errachidia,12860.539999999999,3215.1349999999998,4,3
08d0c88e-add6-4481-aab0-18437e1aba02,Ghita Idrissi,Khouribga,14258.24,2851.648,5,1
08d50814-a782-486a-979e-7c27d23f584c,Salma Laamiri,Azrou,8924.33,2231.0825,4,3
08e8bb9a-ef01-4404-a52c-a5dfeb1fbf86,Najwa Sadik,Sidi Kacem,6290.15,2096.7166666666667,3,3
08ee5727-55fc-418f-a427-b64b49026d94,Soufiane Zerouali,Ouarzazate,5766.59,2883.295,2,2
